measure_id,evidence,measure_type,default_unit,name_friendly,name_official,name_internal,description_friendly,description_long,rationale_friendly,rationale_long
10669,no_difference,structure,percent,Percent LPN Nursing Staff Hours (Medical-Surgical),Percent LPN Nursing Staff Hours (Medical-Surgical),Percent LPN Nursing Staff Hours (Medical-Surgical),The percentage of nursing staff hours that are staffed by licensed practical nurses.,The percentage of nursing staff hours that are staffed by licensed practical nurses.,,
10670,no_difference,structure,percent,Percent Nursing Assistant Staff Hours (Medical-Surgical),Percent Nursing Assistant Staff Hours (Medical-Surgical),Percent Nursing Assistant Staff Hours (Medical-Surgical),The percentage of nursing staff hours that are staffed by nurse assistants (Medical-Surgical).,The percentage of nursing staff hours that are staffed by nurse assistants (Medical-Surgical).,,
10671,no_difference,structure,percent,Percent RN Nursing Staff Hours (Critical Care),Percent RN Nursing Staff Hours (Critical Care),Percent RN Nursing Staff Hours (Critical Care),The percentage of nursing staff hours that are staffed by registered nurses.,The percentage of nursing staff hours that are staffed by registered nurses.,,
10672,no_difference,structure,percent,Percent LPN Nursing Staff Hours (Critical Care),Percent LPN Nursing Staff Hours (Critical Care),Percent LPN Nursing Staff Hours (Critical Care),The percentage of nursing staff hours that are staffed by licensed practical nurses.,The percentage of nursing staff hours that are staffed by licensed practical nurses.,,
10673,no_difference,structure,percent,Percent Nursing Assistant Staff Hours (Critical Care),Percent Nursing Assistant Staff Hours (Critical Care),Percent Nursing Assistant Staff Hours (Critical Care),The percentage of nursing staff hours that are staffed by nurse assistants.,The percentage of nursing staff hours that are staffed by nurse assistants.,,
10677,no_difference,structure,hours,Total RN Nursing Hours per Patient Day (Mother/Baby),Total RN Nursing Hours per Patient Day (Mother/Baby),Total RN Nursing Hours per Patient Day (Mother/Baby),This measure represents the total hours worked by all registered nurses in the Mother/Baby  unit divided by the number of Mother/Baby unit patient days in the reporting period.,This measure represents the total hours worked by all registered nurses in the Mother/Baby  unit divided by the number of Mother/Baby unit patient days in the reporting period.,,
10678,no_difference,structure,hours,Total RN Nursing Hours per Patient Day (Critical Care),Total RN Nursing Hours per Patient Day (Critical Care),Total RN Nursing Hours per Patient Day (Critical Care),This measure represents the total hours worked by all registered nurses in the Critical Care unit divided by the number of Critical Care unit patient days in the reporting period.,This measure represents the total hours worked by all registered nurses in the Critical Care unit divided by the number of Critical Care unit patient days in the reporting period.,,
10679,no_difference,structure,hours,Total RN Nursing Hours per Patient Day (Medical-Surgical),Total RN Nursing Hours per Patient Day (Medical-Surgical),Total RN Nursing Hours per Patient Day (Medical-Surgical),This measure represents the total hours worked by all registered nurses in the Medical/Surgical unit divided by the number of Medical/Surgical unit patient days in the reporting period.,This measure represents the total hours worked by all registered nurses in the Medical/Surgical unit divided by the number of Medical/Surgical unit patient days in the reporting period.,,
10680,less_is_better,outcome,per 1000,Central Line Associated Bloodstream Infections in the Adult Medical/Surgical ICU (Additional ICU),Central Line Associated Bloodstream Infections in the Adult Medical/Surgical ICU (Additional ICU),Central Line Associated Bloodstream Infections in the Adult Medical/Surgical ICU (Additional ICU),Central Line-associated Bloodstream Infection data in the Medical/Surgical ICU summarized as a Standardized Infection Ratio.,Central line associated bloodstream infectiond (CLABSI) in the medical/surgical adult ICU as reported to the CDC's National Healthcare Safety Network (NHSN),"It is estimated that there are 25,000 cases of central line associated bloodstream (CLAB) infections that occur in the hospital annually with an estimated mortality of 12% to 25% for each infection. CLAB infections are the third leading cause of health care associated infections reported by the medical/surgical intensive care units (ICUs) participating in the Center for Disease Control's (CDC) National Healthcare Safety Network (NHSN) system. The CDC has identified catheter-associated adverse events as one of its Seven Healthcare Safety Challenges with the goal of reducing catheter-related adverse events by 50% within the next five years.","It is estimated that there are 25,000 cases of central line associated bloodstream (CLAB) infections that occur in the hospital annually with an estimated mortality of 12% to 25% for each infection. CLAB infections are the third leading cause of health care associated infections reported by the medical/surgical intensive care units (ICUs) participating in the Center for Disease Control's (CDC) National Healthcare Safety Network (NHSN) system. The CDC has identified catheter-associated adverse events as one of its Seven Healthcare Safety Challenges with the goal of reducing catheter-related adverse events by 50% within the next five years.
Healthcare associated infections account for an estimated 2 million infections and 90,000 deaths annually. Several published studies have magnified the potential for central line catheters to cause mortality and morbidity resulting from infectious complications. It is estimated in the United States that there are 15 million central line days (number of days in which there is a central line in place for a selected population during a selected time period) in the intensive care units each year. Approximately 80,000 CLAB infections occur in intensive care units each year in the United States.
The CDC's National Healthcare Safety Network (NHSN) reported in July 2007 the median rate of CLAB infections per 1,000 central line days in NHSN participating hospitals ranged from 1.9 in Major Teaching Medical Surgical ICUs to 2.2 in Medical ICUs. The attributed mortality for these CLAB infections is mixed in the literature. The documented studies range from no increase in mortality when controlled for severity of illness, to a 35% increase in mortality in prospective studies that did not control for severity of illness. Further research to clarify the mortality associated with CLAB infections is needed, but the available data are consistent with an attributable mortality of CLAB infections, ranging between 4% and 20%. These infections are associated with 2,400 to 20,000 deaths per year.
A study completed by Berenholtz et al, documents a decrease from 11.3 CLAB/1,000 central lines days in first quarter 1998 to 0 CLAB /1,000 central line days in fourth quarter 2002 in an ICU at John Hopkins. The study implemented all of the central line bundle recommendations, as well as provider education, designated line carts, and empowering the nursing staff to stop a procedure when CDC guidelines were not followed. Ongoing monitoring shows their improvement in performance was sustained once the project was completed. There was only 0.54/1,000 CLAB infections per central line days from January 2003 to April 2004 documented. It is estimated that their ICU project may have prevented up to 43 CLAB infections, eight deaths, and $1,945,922 ($1,483,844 - $2,408,000) in additional cost per year.
In 2001, the Pittsburgh Regional Healthcare Initiative worked together with the technical assistance of the CDC towards a hospital-based intervention to prevent CLAB infections among intensive care unit patients in southwestern Pennsylvania. Thirty-two hospitals participated in this initiative, the median size of the participating hospitals was 215 beds (range 27 to 796). Of the 66 ICU participating, 48% were medical/surgical, 11% cardiothoracic, 14% coronary, 9% surgical, 6% neurosurgical, 5% trauma, 3% medical, 3% burn, and 3% pediatric. During the 4-year period from 4/2001-5/2005, CLAB infection rates among ICU patients declined 68%, from 4.31 to 1.36 per 1,000 central line days."
10681,no_difference,utilization,patients,"Emergency Department Visits, Total","Emergency Department Visits, Total","Emergency Department Visits, Total","This measure shows the total number of emergency department patient visits, including both those admitted to the hospital and those treated as outpatients.","This measure shows the total number of emergency department patient visits, including both those admitted to the hospital and those treated as outpatients.",,
10682,no_difference,structure,hours,Bypass Hours,Bypass Hours,Bypass Hours,"This measure shows the number of hours an emergency room was placed on bypass status, diverting ambulances to other local emergency rooms.  Not all hospitals experience the need to go on bypass.","This measure shows the number of hours an emergency room was placed on bypass status, diverting ambulances to other local emergency rooms.  Not all hospitals experience the need to go on bypass.",,
10683,no_difference,utilization,patients,"Number of Patients: Other non-OR therapeutic procedures, male genital","Number of Patients: Other non-OR therapeutic procedures, male genital","Number of Patients: Other non-OR therapeutic procedures, male genital","The number of patients other non-OR therapeutic procedures, male genital (CCS 117)","The number of patients other non-OR therapeutic procedures, male genital (CCS 117)",,
10684,no_difference,utilization,patients,"Number of Patients: Diagnostic procedures, male genital","Number of Patients: Diagnostic procedures, male genital","Number of Patients: Diagnostic procedures, male genital","The number of Patients who received diagnostic procedures, male genital (CCS 116)","The number of Patients who received diagnostic procedures, male genital (CCS 116)",,
10685,no_difference,utilization,patients,Number of Patients: Insertion of catheter or spinal stimulator and inj,Number of Patients: Insertion of catheter or spinal stimulator and inj,Number of Patients: Insertion of catheter or spinal stimulator and inj,The number of patients who received an  insertion of catheter or spinal stimulator and injection (CCS 5),The number of patients who received an  insertion of catheter or spinal stimulator and injection (CCS 5),,
10687,no_difference,structure,dollars,"Median Charges: Other non-OR therapeutic procedures, male genital","Median Charges for CCS 117: Other non-OR therapeutic procedures, male genital","Median Charges for CCS 117: Other non-OR therapeutic procedures, male genital",List prices (more commonly referred to as gross charges) are standard prices established by facilities each year for all services.  All patients are charged the same list price for the same service before applying discounts.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.,"Charges are the undiscounted list price"" that a facility would charge someone with no insurance.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.""",,
10688,no_difference,structure,dollars,"Median Charges: Diagnostic procedures, male genital","Median Charges for CCS 116: Diagnostic procedures, male genital","Median Charges for CCS 116: Diagnostic procedures, male genital",List prices (more commonly referred to as gross charges) are standard prices established by facilities each year for all services.  All patients are charged the same list price for the same service before applying discounts.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.,"Charges are the undiscounted list price"" that a facility would charge someone with no insurance.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.""",,
10689,no_difference,structure,dollars,Median Charges: Insertion of catheter or spinal stimulator and injection into spinal canal,Median Charges for CCS 5: Insertion of catheter or spinal stimulator and injection into spinal canal,Median Charges for CCS 5: Insertion of catheter or spinal stimulator and injection into spinal canal,List prices (more commonly referred to as gross charges) are standard prices established by facilities each year for all services.  All patients are charged the same list price for the same service before applying discounts.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.,"Charges are the undiscounted list price"" that a facility would charge someone with no insurance.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.""",,
10690,no_difference,utilization,patients,Number of Patients: Laparoscopic Cholecystectomy,Number of Patients for CCS 84: Laparoscopic Cholecystectomy,Number of Patients for CCS 84: Laparoscopic Cholecystectomy,The Number of Patients for Laparoscopic Cholecystectomy (CCS 84),Number of Patients for CCS 84: Laparoscopic Cholecystectomy,,
10691,no_difference,structure,dollars,Median Charges: Laparoscopic Cholecystectomy,Median Charges for CCS 84: Laparoscopic Cholecystectomy,Median Charges for CCS 84: Laparoscopic Cholecystectomy,List prices (more commonly referred to as gross charges) are standard prices established by facilities each year for all services.  All patients are charged the same list price for the same service before applying discounts.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.,"Charges are the undiscounted list price"" that a facility would charge someone with no insurance.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.""",,
10797,no_difference,structure,na,Total Bed Count (Illinois),Total Bed Count (Illinois),Total Bed Count (Illinois),The number of Beds in an entity for the state of Illinois as reported by IDPH,The number of Beds in an entity for the state of Illinois as reported by IDPH,,
10800,no_difference,structure,na,Operating Room Count,Operating Room Count,Operating Room Count,The amount of operating rooms an asc is reported as having,The amount of operating rooms an asc is reported as having,,
10802,no_difference,structure,na,"Medical-Surgical Beds
","Medical-Surgical Beds
","Medical-Surgical Beds
",Amount of Medical-Surgical Beds,"Amount of Medical-Surgical Beds
",,
10803,no_difference,structure,na,"Intensive Care Beds
","Intensive Care Beds
","Intensive Care Beds
",Amount of Intensive Care Beds,Amount of Intensive Care Beds,,
10804,no_difference,structure,na,"Pediatric Beds
","Pediatric Beds
","Pediatric Beds
",Amount of Pediatric Beds,Amount of Pediatric Beds,,
10805,no_difference,structure,na,"OB/Gynecology Beds
","OB/Gynecology Beds
","OB/Gynecology Beds
",Amount of Obstetrician/Gynecological Beds for an entity ,Amount of Obstetrician/Gynecological Beds for an entity,,
10807,no_difference,structure,na,"Long-Term Care Beds
","Long-Term Care Beds
","Long-Term Care Beds
",Amount of Long-Term Care Beds for an entity,Amount of Long-Term Care Beds for an entity,,
10808,no_difference,structure,na,"Neonatal ICU Beds
","Neonatal ICU Beds
","Neonatal ICU Beds
",Amount of Neonatal ICU Beds for an entity,Amount of Neonatal ICU Beds for an entity,,
10809,no_difference,structure,na,"Rehabilitation Beds
","Rehabilitation Beds
","Rehabilitation Beds
",Amount of Rehabilitation Beds for an entity,Amount of Rehabilitation Beds for an entity,,
10811,no_difference,structure,na,"Acute Mental Illness Beds
","Acute Mental Illness Beds
","Acute Mental Illness Beds
",Amount of Acute Mental Illness Beds for an entity,Amount of Acute Mental Illness Beds for an entity,,
10812,no_difference,structure,na,"Long-Term Care Acute Care Beds
","Long-Term Care Acute Care Beds
","Long-Term Care Acute Care Beds
",Amount of Long-Term Care Acute Care Beds for an entity,Amount of Long-Term Care Acute Care Beds for an entity,,
10814,less_is_better,outcome,per 1000,"Accidental Puncture and Laceration, Pediatric ",Accidental puncture or laceration (provider level): rate per 1000 Pediatric discharges,"Hospital-Level Pediatric Safety Indicators:
Accidental Puncture and Laceration","This measure is used to assess the number of cases of an accidental cut or laceration during a procedure per 1000 discharges (Pediatric).
","This measure is used to assess the number of cases of an accidental cut or laceration during a procedure per 1000 discharges (Pediatric).
","The Accidental Puncture or Laceration indicator is intended to flag cases of complications that arise due to technical difficulties in medical care--specifically, those involving an accidental puncture or laceration. This indicator is defined both on a provider level* and on an area level. See the related National Quality Measures Clearinghouse [NQMC] summary of the Agency for Healthcare Research and Quality [AHRQ] indicator Accidental puncture or laceration (area-level): rate per 100,000 population.","Hospitals in the United States provide the setting for some of life's most pivotal events - the birth of a child, major surgery, treatment for otherwise fatal illnesses. These hospitals house the most sophisticated medical technology in the world and provide state-of-the-art diagnostic and therapeutic services. But access to these services comes with certain costs. About 30% of personal health care expenditures in the United States go towards hospital care, and the rate of growth in spending for hospital services has only recently leveled out after several years of increases following a half a decade of declining growth. Simultaneously, concerns about the quality of health care services have reached a crescendo with the Institute of Medicine's series of reports describing the problem of medical errors and the need for a complete restructuring of the health care system to improve the quality of care. Policymakers, employers, and consumers have made the quality of care in U.S. hospitals a top priority and have voiced the need to assess, monitor, track, and improve the quality of inpatient care.

Widespread consensus exists that health care organizations can reduce patient injuries by improving the environment for safety from implementing technical changes, such as electronic medical record systems, to improving staff awareness of patient safety risks. Clinical process interventions also have strong evidence for reducing the risk of adverse events related to a patient's exposure to hospital care. Patient Safety Indicators (PSIs), which are based on computerized hospital discharge abstracts from the AHRQ's Healthcare Cost and Utilization Project (HCUP), can be used to better prioritize and evaluate local and national initiatives. Analyses of these and similar inexpensive, readily available administrative data sets may provide a screen for potential medical errors and a method for monitoring trends over time.

The Accidental Puncture or Laceration indicator is intended to flag cases of complications that arise due to technical difficulties in medical care--specifically, those involving an accidental puncture or laceration. This indicator is defined both on a provider level* and on an area level. See the related National Quality Measures Clearinghouse [NQMC] summary of the Agency for Healthcare Research and Quality [AHRQ] indicator Accidental puncture or laceration (area-level): rate per 100,000 population.

*The following concerns affect the validity of this indicator:

    * Underreporting or screening: Conditions included in this indicator may not be systematically reported (leading to an artificially low rate) or may be routinely screened for (leading to a higher rate in facilities that screen).
    * Unclear preventability: As compared to other Patient Safety Indicators (PSIs), the conditions included in this indicator may be less preventable by the health system.

Refer to the original measure documentation for further information."
10823,less_is_better,outcome,per 1000,Pediatric Iatrogenic Pneumothorax (health care-associated collapsed lung) in Non-Neonates,Pediatric Iatrogenic pneumothorax (provider-level) in Non-Neonates: rate per 1000 discharges.,Pediatric Iatrogenic pneumothorax (provider-level) in Non-Neonates: rate per 1000 discharges.,"This measure is used to assess the number of cases of iatrogenic pneumothorax (health care-associated collapsed lung)  per 1000 Pediatric patients who are considered Non-Neonates.

","This measure is used to assess the number of cases of iatrogenic pneumothorax per 100 Pediatric patients who are considered Non-Neonates.
",The Iatrogenic Pneumothorax indicator is intended to flag cases of pneumothorax caused by medical care in Non-Neonates.,"Hospitals in the United States provide the setting for some of life's most pivotal events - the birth of a child, major surgery, treatment for otherwise fatal illnesses. These hospitals house the most sophisticated medical technology in the world and provide state-of-the-art diagnostic and therapeutic services. But access to these services comes with certain costs. About 30% of personal health care expenditures in the United States go towards hospital care, and the rate of growth in spending for hospital services has only recently leveled out after several years of increases following a half a decade of declining growth. Simultaneously, concerns about the quality of health care services have reached a crescendo with the Institute of Medicine's series of reports describing the problem of medical errors and the need for a complete restructuring of the health care system to improve the quality of care. Policymakers, employers, and consumers have made the quality of care in U.S. hospitals a top priority and have voiced the need to assess, monitor, track, and improve the quality of inpatient care.
Widespread consensus exists that health care organizations can reduce patient injuries by improving the environment for safety from implementing technical changes, such as electronic medical record systems, to improving staff awareness of patient safety risks. Clinical process interventions also have strong evidence for reducing the risk of adverse events related to a patient's exposure to hospital care. Patient Safety Indicators (PSIs), which are based on computerized hospital discharge abstracts from the AHRQ's Healthcare Cost and Utilization Project (HCUP), can be used to better prioritize and evaluate local and national initiatives. Analyses of these and similar inexpensive, readily available administrative data sets may provide a screen for potential medical errors and a method for monitoring trends over time.
The Iatrogenic Pneumothorax indicator is intended to flag cases of pneumothorax caused by medical care. This indicator is defined on both a provider level* (by including all cases of iatrogenic pneumothorax occurring as a secondary diagnosis during hospitalization) and on an area level (by including all cases of iatrogenic pneumothorax) (see the related National Quality Measures Clearinghouse [NQMC] summary of the Agency for Healthcare Research and Quality [AHRQ] indicator Iatrogenic pneumothorax (area-level): rate per 100,000 population).
Iatrogenic pneumothorax excludes all trauma patients because these patients may be more susceptible to non-preventable iatrogenic pneumothorax or may be miscoded for traumatic pneumothorax.
*The following concern affects the validity of this indicator:
Denominator unspecific: The denominator for this indicator is less than ideal, because the true population at risk could not be identified using International Classification of Diseases, Ninth Revision, Clinical Modification (ICD-9-CM) codes. Some patients are likely included who are not truly at risk, or some patients who are at risk are not included.
Refer to the original measure documentation for further information."
10826,no_difference,utilization,patients,"Emergency Department Visits, Inpatient","Emergency Department Visits, Inpatient","Emergency Department Visits, Inpatient","This measure shows the number of emergency department patients who were admitted to the hospital for treatment.
",This measure shows the number of emergency department patients who were admitted to the hospital for treatment.,,
10827,no_difference,utilization,patients,"Emergency Department Visits, Outpatient","Emergency Department Visits, Outpatient","Emergency Department Visits, Outpatient",This measure shows the number of emergency department patients who were treated and released as outpatients.,This measure shows the number of emergency department patients who were treated and released as outpatients.,,
10828,no_difference,structure,percent,Percent Bypass Hours,Percent Bypass Hours,Percent Bypass Hours,"This measure shows the percentage of hours an emergency room was placed on bypass status, diverting ambulances to other local emergency rooms.  Not all hospitals experience the need to go on bypass.","This measure shows the percentage of hours an emergency room was placed on bypass status, diverting ambulances to other local emergency rooms.  Not all hospitals experience the need to go on bypass.",,
10829,less_is_better,process,percent,Percent of Patients that Discontinued Care or Left Against Medical Advice,Percent of Patients that Discontinued Care or Left Against Medical Advice,Percent of Patients that Discontinued Care or Left Against Medical Advice,This measures shows the percent of emergency department patients that discontinued care or left against medical advice.  ,This measures shows the percent of emergency department patients that discontinued care or left against medical advice.  ,,
10878,no_difference,utilization,patients,Number of Patients: Decompression Peripheral Nerve,Number of Patients for CCS 6: Decompression Peripheral Nerve,Number of Patients for CCS 6: Decompression Peripheral Nerve,The number of patients who received treatment for a Decompression Peripheral Nerve (CCS 6).,The number of patients who received CCS 6: Decompression Peripheral Nerve,,
10879,no_difference,utilization,patients,Number of Patients: Other Therapeutic Procedures on Muscles and Tendons,Number of Patients for CCS 160: Other Therapeutic Procedures on Muscles and Tendons,Number of Patients for CCS 160: Other Therapeutic Procedures on Muscles and Tendons,The number of patients who received treatment for Other Therapeutic Procedures on Muscles and Tendons (CCS 160).,The number of patients who received CCS 160: Other Therapeutic Procedures on Muscles and Tendons,,
10880,no_evidence,structure,dollars,Median Charges: Decompression Peripheral Nerve,Median Charges for CCS 6: Decompression Peripheral Nerve,Median Charges for CCS 6: Decompression Peripheral Nerve,List prices (more commonly referred to as gross charges) are standard prices established by facilities each year for all services.  All patients are charged the same list price for the same service before applying discounts.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.,"Charges are the undiscounted ""list price"" that a facility would charge someone with no insurance.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees",,
10881,no_evidence,structure,dollars,Median Charges: Other therapeutic procedures on muscles and tendons,Median Charges for CCS 160: Other therapeutic procedures on muscles and  tendons,Median Charges for CCS 160: Other therapeutic procedures on muscles and  tendons,List prices (more commonly referred to as gross charges) are standard prices established by facilities each year for all services.  All patients are charged the same list price for the same service before applying discounts.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.,"Charges are the undiscounted ""list price"" that a facility would charge someone with no insurance.  The median refers to the midpoint of all charges.  Charges are for facility services and accommodation and may not include physician or surgeon fees.",,
10950,less_is_better,outcome,per 1000,Central Line Associated Infections in the Pediatric Cardiothoracic ICU,Central Line Associated Infections in the Pediatric Cardiothoracic ICU,Central Line Associated Infections in the Pediatric Cardiothoracic ICU,Central Line-associated Bloodstream Infection data in the Pediatric Cardiothoracic ICU summarized as a Standardized Infection Ratio.,Central line associated bloodstream infections (CLABSI) in the Pediatric ICU as reported to the CDC's National Healthcare Safety Network (NHSN),"It is estimated that there are 25,000 cases of central line associated bloodstream (CLAB) infections that occur in the hospital annually with an estimated mortality of 12% to 25% for each infection. CLAB infections are the third leading cause of health care associated infections reported by the medical/surgical intensive care units (ICUs) participating in the Center for Disease Control's (CDC) National Healthcare Safety Network (NHSN) system. The CDC has identified catheter-associated adverse events as one of its Seven Healthcare Safety Challenges with the goal of reducing catheter-related adverse events by 50% within the next five years.","It is estimated that there are 25,000 cases of central line associated bloodstream (CLAB) infections that occur in the hospital annually with an estimated mortality of 12% to 25% for each infection. CLAB infections are the third leading cause of health care associated infections reported by the medical/surgical intensive care units (ICUs) participating in the Center for Disease Control's (CDC) National Healthcare Safety Network (NHSN) system. The CDC has identified catheter-associated adverse events as one of its Seven Healthcare Safety Challenges with the goal of reducing catheter-related adverse events by 50% within the next five years.
Healthcare associated infections account for an estimated 2 million infections and 90,000 deaths annually. Several published studies have magnified the potential for central line catheters to cause mortality and morbidity resulting from infectious complications. It is estimated in the United States that there are 15 million central line days (number of days in which there is a central line in place for a selected population during a selected time period) in the intensive care units each year. Approximately 80,000 CLAB infections occur in intensive care units each year in the United States.
The CDC's National Healthcare Safety Network (NHSN) reported in July 2007 the median rate of CLAB infections per 1,000 central line days in NHSN participating hospitals ranged from 1.9 in Major Teaching Medical Surgical ICUs to 2.2 in Medical ICUs. The attributed mortality for these CLAB infections is mixed in the literature. The documented studies range from no increase in mortality when controlled for severity of illness, to a 35% increase in mortality in prospective studies that did not control for severity of illness. Further research to clarify the mortality associated with CLAB infections is needed, but the available data are consistent with an attributable mortality of CLAB infections, ranging between 4% and 20%. These infections are associated with 2,400 to 20,000 deaths per year.
A study completed by Berenholtz et al, documents a decrease from 11.3 CLAB/1,000 central lines days in first quarter 1998 to 0 CLAB /1,000 central line days in fourth quarter 2002 in an ICU at John Hopkins. The study implemented all of the central line bundle recommendations, as well as provider education, designated line carts, and empowering the nursing staff to stop a procedure when CDC guidelines were not followed. Ongoing monitoring shows their improvement in performance was sustained once the project was completed. There was only 0.54/1,000 CLAB infections per central line days from January 2003 to April 2004 documented. It is estimated that their ICU project may have prevented up to 43 CLAB infections, eight deaths, and $1,945,922 ($1,483,844 - $2,408,000) in additional cost per year.
In 2001, the Pittsburgh Regional Healthcare Initiative worked together with the technical assistance of the CDC towards a hospital-based intervention to prevent CLAB infections among intensive care unit patients in southwestern Pennsylvania. Thirty-two hospitals participated in this initiative; the median size of the participating hospitals was 215 beds (range 27 to 796). Of the 66 ICU participating, 48% were medical/surgical, 11% cardiothoracic, 14% coronary, 9% surgical, 6% neurosurgical, 5% trauma, 3% medical, 3% burn, and 3% pediatric. During the 4-year period from 4/2001-5/2005, CLAB infection rates among ICU patients declined 68%, from 4.31 to 1.36 per 1,000 central line days."
10951,less_is_better,outcome,per 1000,Central Line Associated Infections in the Pediatric Medical-Surgical ICU,Central Line Associated Infections in the Pediatric Medical-Surgical ICU,Central Line Associated Infections in the Pediatric Medical-Surgical ICU,Central Line-associated Bloodstream Infection (CLABSI) data in the Medical-Surgical Pediatric ICU summarized as a Standardized Infection Ratio.,Central line associated bloodstream infections (CLABSI) in the Medical-Surgical Pediatric ICU as reported to the CDC's National Healthcare Safety Network (NHSN),"It is estimated that there are 25,000 cases of central line associated bloodstream (CLAB) infections that occur in the hospital annually with an estimated mortality of 12% to 25% for each infection. CLAB infections are the third leading cause of health care associated infections reported by the medical/surgical intensive care units (ICUs) participating in the Center for Disease Control's (CDC) National Healthcare Safety Network (NHSN) system. The CDC has identified catheter-associated adverse events as one of its Seven Healthcare Safety Challenges with the goal of reducing catheter-related adverse events by 50% within the next five years.","It is estimated that there are 25,000 cases of central line associated bloodstream (CLAB) infections that occur in the hospital annually with an estimated mortality of 12% to 25% for each infection. CLAB infections are the third leading cause of health care associated infections reported by the medical/surgical intensive care units (ICUs) participating in the Center for Disease Control's (CDC) National Healthcare Safety Network (NHSN) system. The CDC has identified catheter-associated adverse events as one of its Seven Healthcare Safety Challenges with the goal of reducing catheter-related adverse events by 50% within the next five years.
Healthcare associated infections account for an estimated 2 million infections and 90,000 deaths annually. Several published studies have magnified the potential for central line catheters to cause mortality and morbidity resulting from infectious complications. It is estimated in the United States that there are 15 million central line days (number of days in which there is a central line in place for a selected population during a selected time period) in the intensive care units each year. Approximately 80,000 CLAB infections occur in intensive care units each year in the United States.
The CDC's National Healthcare Safety Network (NHSN) reported in July 2007 the median rate of CLAB infections per 1,000 central line days in NHSN participating hospitals ranged from 1.9 in Major Teaching Medical Surgical ICUs to 2.2 in Medical ICUs. The attributed mortality for these CLAB infections is mixed in the literature. The documented studies range from no increase in mortality when controlled for severity of illness, to a 35% increase in mortality in prospective studies that did not control for severity of illness. Further research to clarify the mortality associated with CLAB infections is needed, but the available data are consistent with an attributable mortality of CLAB infections, ranging between 4% and 20%. These infections are associated with 2,400 to 20,000 deaths per year.
A study completed by Berenholtz et al, documents a decrease from 11.3 CLAB/1,000 central lines days in first quarter 1998 to 0 CLAB /1,000 central line days in fourth quarter 2002 in an ICU at John Hopkins. The study implemented all of the central line bundle recommendations, as well as provider education, designated line carts, and empowering the nursing staff to stop a procedure when CDC guidelines were not followed. Ongoing monitoring shows their improvement in performance was sustained once the project was completed. There was only 0.54/1,000 CLAB infections per central line days from January 2003 to April 2004 documented. It is estimated that their ICU project may have prevented up to 43 CLAB infections, eight deaths, and $1,945,922 ($1,483,844 - $2,408,000) in additional cost per year.
In 2001, the Pittsburgh Regional Healthcare Initiative worked together with the technical assistance of the CDC towards a hospital-based intervention to prevent CLAB infections among intensive care unit patients in southwestern Pennsylvania. Thirty-two hospitals participated in this initiative; the median size of the participating hospitals was 215 beds (range 27 to 796). Of the 66 ICU participating, 48% were medical/surgical, 11% cardiothoracic, 14% coronary, 9% surgical, 6% neurosurgical, 5% trauma, 3% medical, 3% burn, and 3% pediatric. During the 4-year period from 4/2001-5/2005, CLAB infection rates among ICU patients declined 68%, from 4.31 to 1.36 per 1,000 central line days."
