entity_id,aha_id,mpn_id,local_id,aha_service_id,name,address,city,zipcode,county_name,phone_number,ownership,geo_lat,geo_long,website,cha
101274,6431865,140250,4697,Acute Care Hospital,Advocate South Suburban Hospital,17800 S. Kedzie Avenue,Hazel Crest,60429,Cook,9087998000,Voluntary non-profit - Church,41.5663,-87.6946,https://www.advocatehealth.com/ssub/,https://www.advocatehealth.com/hospital-chna-reports-implementation-plans-progress-reports/south-suburban-chna-report-2022
101275,6430964,140251,5959,Acute Care Hospital,Community First Medical Center,5645 West Addison Street,Chicago,60634,Cook,7732827000,Voluntary non-profit - Church,41.9457,-87.7679,https://www.cfmedicalcenter.com/,
101276,6432485,140252,1701,Acute Care Hospital,Endeavor Northwest Community Hospital,800 West Central Road,Arlington Heights,60005,Cook,8476181000,Voluntary non-profit - Other,42.0667,-87.993,https://www.northshore.org/locations/our-hospitals/northwest-community-hospital/,https://www.northshore.org/community/community-health-needs-assessment/
101277,6431613,140258,2238,Acute Care Hospital,Ascension Alexian Brothers,800 West Biesterfield Road,Elk Grove Village,60007,Cook,8474375500,Voluntary non-profit - Church,42.0036,-88.0173,https://healthcare.ascension.org/locations/illinois/ilchi/elk-grove-village-ascension-alexian-brothers,https://healthcare.ascension.org/chna
101278,6431511,140275,5413,Acute Care Hospital,Genesis Medical Center - Silvis,801 Illini Drive,Silvis,61282,Rock Island,3092814000,Government - Local,41.4932,-90.4202,https://www.genesishealth.com/facilities/location-public-profile/genesis-medical-center-silvis/,https://www.genesishealth.com/about/community-benefit/
101279,6430841,140276,5801,Acute Care Hospital,Loyola University Medical Center,2160 South 1st Street,Maywood,60153,Cook,7082169000,Voluntary non-profit - Other,41.8588,-87.8334,https://www.loyolamedicine.org/location/lumc,https://www.loyolamedicine.org/about-us/community-benefit
101280,6430016,140280,5140,Acute Care Hospital,Unitypoint Health - Trinity Moline,"500 John Deere Road, 7th Street Campus",Moline,61265,Rock Island,3097795000,Voluntary non-profit - Private,41.4833,-90.5726,https://www.unitypoint.org/locations/unitypoint-health---trinity-moline,https://www.unitypoint.org/about-unitypoint-health/community-benefits/community-health-needs-assessments
101281,6430545,140281,3251,Acute Care Hospital,Northwestern Memorial Hospital,251 East Huron Street,Chicago,60611,Cook,3129262000,Voluntary non-profit - Private,41.8949,-87.6216,https://www.nm.org/locations/northwestern-memorial-hospital,https://www.nm.org/about-us/nm-community-impact/reports
101282,6431420,140286,5470,Acute Care Hospital,Northwestern Medicine Kishwaukee Hospital,One Kish Hospital Drive,DeKalb,60115,DeKalb,8157561521,Voluntary non-profit - Other,41.9657,-88.7217,https://www.nm.org/locations/kishwaukee-hospital,https://www.nm.org/about-us/nm-community-impact/reports
101283,6431475,140288,3384,Acute Care Hospital,Advocate Good Samaritan Hospital,3815 Highland Avenue,Downers Grove,60515,DuPage,6302755900,Voluntary non-profit - Church,41.8193,-88.01,https://www.advocatehealth.com/gsam/,https://www.advocatehealth.com/hospital-chna-reports-implementation-plans-progress-reports/good-samaritan-chna-report-2022
101284,6432180,140289,4119,Acute Care Hospital,Anderson Hospital,6800 State Route 162,Maryville,62062,Madison,6182885711,Voluntary non-profit - Private,38.738,-89.9473,https://www.andersonhospital.org/,https://www.andersonhospital.org/about-us/community-health-needs-assessment
101285,6431926,140290,4994,Acute Care Hospital,Ascension Saint Alexius,1555 Barrington Road,Hoffman Estates,60169,Cook,8478432000,Voluntary non-profit - Church,42.0541,-88.1443,https://healthcare.ascension.org/locations/illinois/ilchi/hoffman-estates-ascension-saint-alexius,https://healthcare.ascension.org/chna
101286,6430160,140291,3475,Acute Care Hospital,Advocate Good Shepherd Hospital,450 West Highway 22,Barrington,60010,Lake,8473819600,Voluntary non-profit - Church,42.1903,-88.1406,https://www.advocatehealth.com/gshp/,https://www.advocatehealth.com/hospital-chna-reports-implementation-plans-progress-reports/good-shepherd-chna-report-2022
101287,6431790,140292,3814,Acute Care Hospital,UChicago Medicine AdventHealth GlenOaks,701 Winthrop Avenue,Glendale Heights,60139,DuPage,6305458000,Voluntary non-profit - Other,41.9148,-88.0595,https://www.uchicagomedicine.org/find-a-location/uchicago-medicine-adventhealth-glenoaks,https://www.uchicagomedicine.org/about-us/community/benefit/health-needs/chna
101288,6432335,140294,0006353,Acute Care Hospital,Crossroads Community Hospital,8 Doctors Park Road,Mount Vernon,62864,Jefferson,6182445500,Proprietary,38.312,-88.9338,https://crossroadshospital.com/,
101289,6431000,140300,4549,Acute Care Hospital,Provident Hospital of Cook County,500 East 51st Street,Chicago,60615,Cook,3125722000,Government - Local,41.8023,-87.614,https://cookcountyhealth.org/locations/provident-hospital-of-cook-county/,
101292,6430034,140304,5496,Acute Care Hospital,UChicago Medicine AdventHealth Bolingbrook,500 Remington Boulevard,Bolingbrook,60440,Will,6303125000,Voluntary non-profit - Private,41.6806,-88.0829,https://www.uchicagomedicineadventhealth.org/uchicago-medicine-adventhealth-bolingbrook,https://www.uchicagomedicine.org/about-us/community/benefit/health-needs/chna
101293,6430350,141300,2782,Critical Access Hospital,Thomas H. Boyd Memorial Hospital,800 School Street,Carrollton,62016,Greene,2179426946,Voluntary non-profit - Other,39.296,-90.4125,https://www.boydhcs.org/,https://www.boydhcs.org/
101294,6432280,141301,5785,Critical Access Hospital,Kirby Medical Center,1000 Medical Center Drive,Monticello,61856,Piatt,2177622115,Voluntary non-profit - Other,40.0339,-88.5704,https://www.kirbyhealth.org,https://www.kirbyhealth.org/documents/content/2022-Kirby-Medical-Center-CHNA.pdf
101295,6431735,141302,5488,Critical Access Hospital,Midwest Medical Center,One Medical Center Drive,Galena,61036,Jo Daviess,8157771340,Voluntary non-profit - Private,42.4467,-90.4568,https://www.midwestmedicalcenter.org/,https://www.midwestmedicalcenter.org/content/pdfs/2022_Midwest_Medical_Center_Community_Health_Needs_Assessment.pdf
101296,6431310,141303,1164,Critical Access Hospital,Warner Hospital and Health Services,422 West White Street,Clinton,61727,De Witt,2179359571,Government - Local,40.1488,-88.9644,https://warnerhospital.org/,
101297,6433002,141306,414,Critical Access Hospital,Community Hospital of Staunton,400 Caldwell,Staunton,62088,Macoupin,6186352200,Voluntary non-profit - Other,39.0152,-89.7897,https://www.stauntonhospital.org/,https://www.stauntonhospital.org/about-us/community-health-needs-assessment
101298,6432635,141307,5975,Critical Access Hospital,Pinckneyville Community Hospital,5383 State Route 154,Pinckneyville,62274,Perry,6183572187,Government - Hospital District or Authority,38.081,-89.383,https://pvillehosp.org/,
101299,6431623,141309,6171,Critical Access Hospital,Carle Eureka Hospital,101 South Major Street,Eureka,61530,Woodford,3094672371,Voluntary non-profit - Church,40.7213,-89.2718,https://carle.org/locations/carle-eureka-hospital,https://carle.org/about-us/community-health-needs-assessments
101300,6432225,141310,5819,Critical Access Hospital,OSF Saint Paul Medical Center,1401 East 12th Street,Mendota,61342,LaSalle,8155397461,Voluntary non-profit - Other,41.5535,-89.1283,https://www.osfhealthcare.org/saint-paul/,https://www.osfhealthcare.org/about/community-health/
101301,6431705,141311,679,Critical Access Hospital,Fairfield Memorial Hospital,N. W. 11th Street,Fairfield,62837,Wayne,6188422611,Voluntary non-profit - Private,38.3818,-88.3746,https://www.fairfieldmemorial.org/,https://www.fairfieldmemorial.org/resources/community-reports/
101302,6432750,141312,2022,Critical Access Hospital,Rochelle Community Hospital,900 N. Second Street,Rochelle,61068,Ogle,8155622181,Voluntary non-profit - Private,41.9283,-89.063,https://www.rochellehospital.com/,https://www.rochellehospital.com/community-health/community-health-needs-assessment/
101303,6431862,141313,1412,Critical Access Hospital,Mason District Hospital,"615 North Promenade Street, P.O. Box 530",Havana,62644,Mason,3095434431,Government - Hospital District or Authority,40.3058,-90.0559,https://www.masondistricthospital.org/,
101304,6432640,141315,5132,Critical Access Hospital,Illini Community Hospital,640 West Washington Street,Pittsfield,62363,Pike,2172852113,Voluntary non-profit - Private,39.6069,-90.8148,https://www.blessinghealth.org/locations/illini-community-hospital/illini-community-hospital,https://www.blessinghealth.org/sites/default/files/users/user15/ILLINI_2021_Community_Health_Needs_Assessment.pdf
101305,6431927,141316,4200,Critical Access Hospital,Carle Hoopeston Regional Health Center,701 East Orange Street,Hoopeston,60942,Vermilion,2172835531,Voluntary non-profit - Private,40.4593,-87.6618,https://carle.org/locations/carle-hoopeston-regional-health-center,https://carle.org/about-us/community-health-needs-assessments
101306,6431782,141317,836,Critical Access Hospital,Gibson Area Hospital & Health Services,1120 N. Melvin Street,Gibson City,60936,Ford,2177844251,Voluntary non-profit - Other,40.478,-88.3705,https://www.gibsonhospital.org/home,https://www.gibsonhospital.org/file/1973/Annual%20Community%20Benefit%20Report%202022%208.5x11%20FINAL-1.pdf
101307,6432270,141318,5439,Critical Access Hospital,OSF Holy Family Medical Center,1000 West Harlem Avenue,Monmouth,61462,Warren,3097343141,Voluntary non-profit - Private,40.9214,-90.6592,https://www.osfhealthcare.org/holy-family/,https://www.osfhealthcare.org/about/community-health/
101308,6431760,141319,893,Critical Access Hospital,Hammond-Henry Hospital,600 N. College Avenue,Geneseo,61254,Henry,3099446431,Government - Hospital District or Authority,41.4603,-90.1582,https://www.hammondhenry.com/,https://www.hammondhenry.com/resources/community-health-needs-assessment
101309,6432500,141320,1784,Critical Access Hospital,Horizon Health,721 East Court Street,Paris,61944,Edgar,2174654141,Voluntary non-profit - Other,39.6074,-87.6794,https://www.myhorizonhealth.org/locations/paris-community-hospital/,https://www.myhorizonhealth.org/community-resources/community-health-needs-assessment/
101310,6432090,141322,5728,Critical Access Hospital,Lincoln Memorial Hospital,200 Stahllhut Drive,Lincoln,62656,Logan,2177322161,Voluntary non-profit - Private,40.1568,-89.3296,https://memorial.health/lincoln-memorial-hospital,https://memorial.health/about-us/community-health/community-health-needs-assessment/
101311,6431570,141324,5363,Critical Access Hospital,Ferrell Hospital,1201 Pine Street,Eldorado,62930,Saline,6182733361,Government - State,37.8153,-88.4416,https://www.ferrellhosp.org/,https://www.ferrellhosp.org/About-Us/Documents-About-us/2021-Ferrell-Hospital-CHNA-FINAL.pdf
101312,6432040,141325,5926,Critical Access Hospital,OSF Saint Luke Medical Center,1051 West South Street,Kewanee,61443,Henry,3098527500,Voluntary non-profit - Other,41.222,-89.9488,https://www.osfhealthcare.org/saint-luke/,https://www.osfhealthcare.org/about/community-health/
101313,6432192,141326,885,Critical Access Hospital,Hamilton Memorial Hospital District,611 S. Marshall Avenue,Mcleansboro,62859,Hamilton,6186432361,Government - Hospital District or Authority,38.0885,-88.5411,https://hmhospital.org/,https://hmhospital.org/wp-content/uploads/2021/04/Community-Benefit-Report-2019-2020.pdf
101314,6432315,141327,2865,Critical Access Hospital,Wabash General Hospital,1418 College Drive,Mount Carmel,62863,Wabash,6182628621,Government - Hospital District or Authority,38.4216,-87.769,https://www.wabashgeneral.com/,https://www.wabashgeneral.com/about-us/community-health-needs-assessment/
101315,6432850,141328,901,Critical Access Hospital,Hardin County General Hospital,6 Ferrell Rd.,Rosiclare,62982,Hardin,6182856634,Voluntary non-profit - Private,37.4251,-88.3467,https://ilhcgh.org/,https://ilhcgh.org/chna
101316,6431911,141330,1024,Critical Access Hospital,Hopedale Medical Complex,107 Tremont Street. PO Box 267,Hopedale,61747,Tazewell,3094494296,Voluntary non-profit - Other,40.4178,-89.4175,https://www.hopedalemc.com,https://www.hopedalemc.com/community-outreach/community-services/profile/community-health-needs-assessment
101317,6431490,141331,1388,Critical Access Hospital,Marshall Browning Hospital,"900 N. Washington St., P.O. Box 192",Duquoin,62832,Perry,6185422146,Voluntary non-profit - Private,38.0245,-89.237,https://www.marshallbrowninghospital.com/,https://simplebooklet.com/2022marshallbrowninghospitalchna#page=1
101318,6431900,141332,968,Critical Access Hospital,Hillsboro Area Hospital,1200 East Tremont Street,Hillsboro,62049,Montgomery,2175326111,Voluntary non-profit - Other,39.1535,-89.4814,https://www.hillsboroareahospital.org/,https://www.hillsboroareahospital.org/media/1581/hahcommunityreport.pdf
101319,6432870,141333,2105,Critical Access Hospital,Sarah D. Culbertson Memorial Hospital,238 South Congress Street,Rushville,62681,Schuyler,2173224321,Government - Hospital District or Authority,40.1182,-90.5634,https://cmhospital.com/,
101320,6432340,141334,4614,Critical Access Hospital,St Joseph Memorial Hospital,2 South Hospital Drive,Murphysboro,62966,Jackson,6186843156,Voluntary non-profit - Private,37.7733,-89.3261,https://www.sih.net/locations/sih-st-joseph-memorial-hospital,https://www.sih.net/giving-back/community/sih-in-the-community/community-benefit-programs/community-health-needs-assessment
101321,6431855,141335,4911,Critical Access Hospital,Mercyhealth Hospital and Medical Center-Harvard,P. O. Box 850,Harvard,60033,McHenry,8159435431,Voluntary non-profit - Private,42.4259,-88.6076,https://www.mercyhealthsystem.org/locations/mercyhealth-hospital-and-medical-center-harvard/,https://www.mercyhealthsystem.org/about-us/community-needs/
101322,6431880,141336,5892,Critical Access Hospital,HSHS St. Joseph's Hospital,12866 Troxler Avenue,Highland,62249,Madison,6186512600,Voluntary non-profit - Church,38.7406,-89.6723,https://www.hshs.org/st-josephs-highland,https://www.hshs.org/st-josephs-highland/about-us/community-health-needs-assessment
101323,6432680,141337,6254,Critical Access Hospital,OSF Saint Clare Medical Center,530 Park Avenue East,Princeton,61356,Bureau,8158752811,Government - State,41.3679,-89.4564,https://www.osfhealthcare.org/saint-clare/,https://www.osfhealthcare.org/about/community-health/
101324,6430387,141338,1495,Critical Access Hospital,Memorial Hospital,1900 State Street,Chester,62233,Randolph,6188264581,Government - Hospital District or Authority,37.9183,-89.8131,https://www.mhchester.com/,https://www.mhchester.com/_files/ugd/92efe2_ece0bb87f77f4d138e6361f491515713.pdf
101325,6433050,141339,5447,Critical Access Hospital,Taylorville Memorial Hospital,201 East Pleasant St,Taylorville,62568,Christian,2178243331,Voluntary non-profit - Church,39.5539,-89.2936,https://memorial.health/taylorville-memorial-hospital/overview,https://memorial.health/about-us/community-health/community-health-needs-assessment/
101326,6432910,141340,4690,Critical Access Hospital,Northwestern Medicine Valley West Hospital,1302 North Main Street,Sandwich,60548,DeKalb,8157868484,Voluntary non-profit - Other,41.6566,-88.6216,https://www.nm.org/locations/valley-west-hospital,https://www.nm.org/about-us/nm-community-impact/reports
101327,6432490,141341,1776,Critical Access Hospital,Pana Community Hospital,101 East Ninth Street,Pana,62557,Christian,2175622131,Voluntary non-profit - Private,39.3801,-89.0841,https://panahospital.com/,https://panahospital.com/about/community-health-needs-assessment-
101328,6430070,141342,0006379,Critical Access Hospital,Union County Hospital,517 North Main Street,Anna,62906,Union,6188334511,Proprietary,37.4676,-89.2452,https://unioncountyhospital.com/,
101329,6432739,141343,455,Critical Access Hospital,Crawford Memorial Hospital,1000 N. Allen Street,Robinson,62454,Crawford,6185443131,Government - Hospital District or Authority,39.0131,-87.749,https://www.crawfordmh.org/,https://www.crawfordmh.org/clientuploads/CMH_CHNA_Final_Report_2022.pdf
101330,6432075,141344,5769,Critical Access Hospital,Lawrence County Memorial Hospital,2200 State Street,Lawrenceville,62439,Lawrence,6189431000,Government - Local,38.7313,-87.6982,https://www.lcmhosp.org,https://www.lcmhosp.org/About-Us/Community-Health-Needs-Assessment
101331,6432900,141345,2089,Critical Access Hospital,Salem Township Hospital,1201 Ricker Drive,Salem,62881,Marion,6185483194,Voluntary non-profit - Other,38.6386,-88.9484,https://salemtownhosp.com/,
101332,6430337,141347,5686,Critical Access Hospital,Carlinville Area Hospital,20733 North Broad Street,Carlinville,62626,Macoupin,2178543141,Voluntary non-profit - Private,39.2805,-89.8815,https://www.cahcare.com/,https://www.cahcare.com/community-outreach/community-health-needs-assessment
101333,6432730,141348,0006387,Critical Access Hospital,Red Bud Regional Hospital,325 Spring Street,Red Bud,62278,Randolph,6182823831,Proprietary,38.2096,-89.9962,https://redbudregional.com/,
101334,6432940,141349,2220,Critical Access Hospital,Sparta Community Hospital,818 East Broadway Street,Sparta,62286,Randolph,6184432177,Government - Hospital District or Authority,38.1246,-89.6921,https://www.spartahospital.com/,
101335,6432120,141350,2386,Critical Access Hospital,HSHS St. Francis Hospital,"P. O. Box 1215, 1215 Franciscan Dr.",Litchfield,62056,Montgomery,2173242191,Voluntary non-profit - Church,39.1797,-89.6402,https://www.hshs.org/st-francis,https://www.hshs.org/st-francis/about-us/community-health-needs-assessment
101336,6431710,141351,331,Critical Access Hospital,Clay County Hospital,911 Stacy Burk Drive,Flora,62839,Clay,6186622131,Voluntary non-profit - Other,38.6803,-88.4705,https://www.ccmcks.org,https://www.ccmcks.org/communityhealthassessment.php
105641,6430005,141304,5868,Critical Access Hospital,Genesis Medical Center - Aledo,409 Northwest 9th Avenue,Aledo,61231,Mercer,3095829100,,41.2046,-90.7587,https://www.genesishealth.com/facilities/location-public-profile/medical-center-aledo/,https://www.genesishealth.com/about/community-benefit/
105653,6430228,141321,5231,Critical Access Hospital,Franklin Hospital,201 Bailey Lane,Benton,62812,Franklin,6184393161,,38.0093,-88.9186,https://www.franklinhospital.net/,
105654,6430355,141305,5611,Critical Access Hospital,Memorial Hospital,1454 North County Road 2050,Carthage,62321,Hancock,2173578500,,40.4094,-91.1115,https://www.mhtlc.org/,https://www.mhtlc.org/about/community-reports/
105659,6430560,143300,5843,Pediatric Hospital,Ann & Robert H Lurie Children's Hospital of Chicago,225 East Chicago Avenue,Chicago,60611,Cook,3122274000,,41.9246,-87.6473,https://www.luriechildrens.org/,https://www.luriechildrens.org/en/serving-the-community/magoon-institute-for-healthy-communities/community-health-needs-assessment/
105661,6430800,143301,3012,Pediatric Hospital,La Rabida Children's Hospital,6501 South Promontory Drive,Chicago,60649,Cook,7733636700,,41.7626,-87.5728,https://larabida.org/,https://larabida.org/wp-content/uploads/2022/11/2022-2024-Community-Health-Needs-Assessment.pdf
105666,6431140,,3152,Pediatric Hospital,Shriners Hospital For Children,2211 North Oak Park Avenue,Chicago,60707,Cook,7736225400,,41.9166,-87.7948,https://www.shrinerschildrens.org/,https://www.shrinerschildrens.org/community-health-needs
105676,6432230,141323,1420,Critical Access Hospital,Massac Memorial Hospital,Memorial Heights,Metropolis,62960,Massac,6185242176,,37.1666,-88.7393,https://www.massachealth.org,https://www.massachealth.org/docs/Massac_Memorial_Hospital_CHNA.pdf
105677,6432310,141329,1636,Critical Access Hospital,Morrison Community Hospital,303 North Jackson Street,Morrison,61270,Whiteside,8157724003,,41.8102,-89.9562,https://morrisonhospital.com/,
105678,6432355,141308,2899,Critical Access Hospital,Washington County Hospital,705 South Grand Avenue,Nashville,62263,Washington,6183278236,,38.3391,-89.3902,https://www.washingtoncountyhospital.org/,
105684,6433118,141346,6320,Critical Access Hospital,Sarah Bush Lincoln Fayette County Hospital,650 W. Taylor Street,Vandalia,62471,Fayette,6182831231,,38.9708,-89.0983,https://www.sblfch.org/,https://simplebooklet.com/2022fayettecountyhospitalchna#page=1
106831,6430021,140010,5066,Acute Care Hospital,Endeavor Highland Park Hospital,777 Park Avenue West,Highland Park,60035,Lake,8474328000,,42.0644,-87.6896,https://www.northshore.org/locations/our-hospitals/highland-park-hospital/,https://www.northshore.org/community/community-health-needs-assessment/
106834,6430016,140280,3244,Acute Care Hospital,Unitypoint Health - Trinity Rock Island,2701 17th Street,Rock Island,61201,Rock Island,3097795000,,41.4833,-90.5726,https://www.unitypoint.org/locations/unitypoint-health---trinity-rock-island,https://www.unitypoint.org/about-unitypoint-health/community-benefits/community-health-needs-assessments
106839,6430021,140010,3483,Acute Care Hospital,Endeavor Glenbrook Hospital,2100 Pfingsten Road,Glenview,60025,Cook,8476575800,,42.0644,-87.6896,https://www.northshore.org/locations/our-hospitals/glenbrook-hospital/,https://www.northshore.org/community/community-health-needs-assessment/
154337,6432000,140213,5827,Acute Care Hospital,Silver Cross Hospital,1900 Silver Cross Blvd,New Lenox,60451,Will,8153001100,Voluntary non-profit - Private,41.5372,-88.0532,https://www.silvercross.org/,https://www.silvercross.org/about/caring-community/
1140308,6431855,140308,6403,Acute Care Hospital,Mercyhealth Hospital and Physician Clinic - Crystal Lake,875 S. Route 31,Crystal Lake,60014,McHenry,7792205500,Voluntary non-profit - Private,42.2168,-88.2846,https://www.mercyhealthsystem.org/locations/mercyhealth-hospital-and-physician-clinic-crystal-lake/,https://www.mercyhealthsystem.org/about-us/community-needs/
1254140,,,3889-2,Acute Care Hospital,Northwestern Medicine Huntley Hospital,10400 Haligus Road,Huntley,60142,McHenry,224-654-0000,,,,https://www.nm.org/locations/huntley-hospital,https://www.nm.org/about-us/nm-community-impact/reports
12561700,,,2048-2,Acute Care Hospital,Mercyhealth Javon Bea Hospital-Riverside Blvd Campus,8201 E Riverside Blvd,Rockford,61114,Winnebago,8159717000,,42.3193,-88.9568,https://www.mercyhealthsystem.org/locations/javon-bea-hospital-riverside/,https://www.mercyhealthsystem.org/about-us/community-needs/
12573836,,140185,1461-2,Acute Care Hospital,Memorial Hospital Shiloh,1404 Cross St,Shiloh,62269,St. Clair,6186071000,Voluntary non-profit - Private,,,https://www.bjc.org/About-Us/BJC-Locations/Memorial-Hospital-Shiloh,https://communitybenefit.bjc.org/
